4373,8
4374,8
4375,10
4376,8
4377,8
4378,3
4379,10
4380,8
4381,10
4382,8
4383,10
4384,8
4385,10
4386,8
4387,10
4388,10
4389,10
4390,3
4391,8
4392,10
4393,8
4394,10
4395,3
4396,10
4397,3
4398,2
4399,8
4400,7
4401,8
4402,10
4403,10
4404,10
4405,8
4406,8
4407,8
4408,10
4409,10
4410,8
4411,8
4412,10
4413,10
4414,10
4415,8
4416,10
4417,10
4418,10
4419,8
4420,8
4421,9
4422,8
4423,8
4424,10
4425,2
4426,8
4427,8
4428,8
4429,8
4430,8
4431,10
4432,10
4433,8
4434,8
4435,10
4436,3
4437,8
4438,8
4439,9
4440,3
4441,10
4442,8
4443,10
4444,10
4445,10
4446,10
4447,8
4448,8
4449,8
4450,7
4451,8
4452,10
4453,10
4454,8
4455,10
4456,10
4457,8
4458,8
4459,8
4460,10
4461,8
4462,8
4463,8
4464,8
4465,8
4466,8
4467,10
4468,8
4469,10
4470,10
4471,8
4472,10
4473,8
4474,10
4475,8
4476,7
4477,10
4478,10
4479,7
4480,10
4481,10
4482,8
4483,10
4484,8
4485,7
4486,10
4487,10
4488,3
4489,3
4490,8
4491,8
4492,8
4493,10
4494,8
4495,8
4496,8
4497,8
4498,10
4499,8
4500,8
4501,8
4502,8
4503,8
4504,10
4505,10
4506,8
4507,10
4508,8
4509,8
4510,3
4511,8
4512,2
4513,10
4514,3
4515,7
4516,8
4517,8
4518,8
4519,8
4520,8
4521,2
4522,10
4523,10
4524,10
4525,10
4526,10
4527,10
4528,8
4529,7
4530,8
4531,8
4532,3
4533,10
4534,10
4535,8
4536,8
4537,10
4538,8
4539,8
4540,8
4541,8
4542,8
4543,8
4544,8
4545,2
4546,10
4547,10
4548,10
4549,7
4550,10
4551,7
4552,8
4553,10
4554,7
4555,8
4556,10
4557,10
4558,8
4559,8
4560,10
4561,10
4562,8
4563,10
4564,8
4565,10
4566,8
4567,10
4568,3
4569,10
4570,8
4571,8
4572,8
4573,8
4574,10
4575,6
4576,10
4577,8
4578,10
4579,8
4580,10
4581,8
4582,8
4583,8
4584,3
4585,3
4586,8
4587,8
4588,7
4589,8
4590,8
4591,8
4592,10
4593,10
4594,3
4595,8
4596,10
4597,10
4598,10
4599,8
4600,8
4601,8
4602,10
4603,8
4604,8
4605,8
4606,8
4607,3
4608,8
4609,10
4610,10
4611,8
4612,8
4613,9
4614,7
4615,8
4616,8
4617,8
4618,8
4619,10
4620,8
4621,10
4622,10
4623,8
4624,8
4625,10
4626,8
4627,8
4628,3
4629,3
4630,10
4631,3
4632,10
4633,9
4634,10
4635,8
4636,10
4637,8
4638,8
4639,8
4640,3
4641,8
4642,7
4643,10
4644,10
4645,10
4646,10
4647,7
4648,8
4649,8
4650,10
4651,10
4652,3
4653,8
4654,10
4655,10
4656,10
4657,8
4658,10
4659,10
4660,8
4661,7
4662,8
4663,5
4664,10
4665,8
4666,8
4667,8
4668,10
4669,10
4670,8
4671,8
4672,10
4673,8
4674,10
4675,8
4676,10
4677,8
4678,8
4679,8
4680,3
4681,3
4682,3
4683,8
4684,10
4685,8
4686,0
4687,10
4688,8
4689,8
4690,8
4691,8
4692,10
4693,7
4694,10
4695,8
4696,10
4697,10
4698,8
4699,10
4700,8
4701,7
4702,8
4703,10
4704,8
4705,8
4706,10
4707,8
4708,10
4709,8
4710,3
4711,8
4712,8
4713,8
4714,3
4715,10
4716,2
4717,10
4718,10
4719,10
4720,10
4721,8
4722,8
4723,10
4724,7
4725,7
4726,8
4727,8
4728,8
4729,8
4730,10
4731,8
4732,8
4733,7
4734,3
4735,10
4736,8
4737,8
4738,10
4739,3
4740,10
4741,3
4742,8
4743,10
4744,10
4745,10
4746,10
4747,7
4748,10
4749,8
4750,8
4751,8
4752,8
4753,8
4754,8
4755,8
4756,10
4757,10
4758,10
4759,8
4760,10
4761,8
4762,10
4763,8
4764,8
4765,3
4766,8
4767,8
4768,10
4769,10
4770,10
4771,8
4772,3
4773,10
4774,7
4775,8
4776,3
4777,3
4778,10
4779,3
4780,8
4781,3
4782,10
4783,7
4784,8
4785,10
4786,3
4787,10
4788,10
4789,7
4790,10
4791,3
4792,8
4793,8
4794,10
4795,8
4796,10
4797,8
4798,10
4799,8
4800,8
4801,10
4802,8
4803,10
4804,10
4805,8
4806,8
4807,8
4808,8
4809,3
4810,10
4811,8
4812,8
4813,8
4814,8
4815,8
4816,10
4817,8
4818,10
4819,8
4820,8
4821,8
4822,8
4823,7
4824,10
4825,10
4826,8
4827,10
4828,7
4829,2
4830,8
4831,10
4832,10
4833,10
4834,8
4835,8
4836,8
4837,10
4838,7
4839,10
4840,8
4841,2
4842,10
4843,10
4844,10
4845,10
4846,8
4847,8
4848,8
4849,8
4850,10
4851,8
4852,8
4853,10
4854,10
4855,8
4856,8
4857,8
4858,10
4859,10
4860,8
4861,8
4862,8
4863,10
4864,8
4865,8
4866,10
4867,10
4868,8
4869,10
4870,3
4871,10
4872,8
4873,10
4874,10
4875,8
4876,10
4877,8
4878,10
4879,8
4880,8
4881,7
4882,10
4883,10
4884,10
4885,10
4886,10
4887,10
4888,10
4889,8
4890,8
4891,10
4892,10
4893,8
4894,10
4895,7
4896,8
4897,8
4898,8
4899,8
4900,8
4901,10
4902,10
4903,10
4904,10
4905,8
4906,8
4907,7
4908,10
4909,3
4910,8
4911,8
4912,10
4913,10
4914,10
4915,8
4916,10
4917,8
4918,8
4919,8
4920,8
4921,10
4922,8
4923,8
4924,10
4925,10
4926,8
4927,8
4928,3
4929,3
4930,3
4931,10
4932,7
4933,7
4934,7
4935,10
4936,10
4937,8
4938,10
4939,8
4940,10
4941,10
4942,10
4943,10
4944,3
4945,8
4946,3
4947,8
4948,8
4949,7
4950,8
4951,8
4952,8
4953,10
4954,8
4955,10
4956,8
4957,3
4958,8
4959,2
4960,10
4961,10
4962,8
4963,8
4964,10
4965,10
4966,8
4967,10
4968,8
4969,8
4970,8
4971,2
4972,10
4973,10
4974,3
4975,8
4976,8
4977,10
4978,8
4979,7
4980,8
4981,10
4982,10
4983,10
4984,8
4985,8
4986,3
4987,3
4988,10
4989,8
4990,8
4991,8
4992,8
4993,8
4994,3
4995,8
4996,10
4997,10
4998,2
4999,8
5000,8
5001,8
5002,10
5003,8
5004,8
5005,8
5006,10
5007,8
5008,8
5009,8
5010,8
5011,8
5012,10
5013,10
5014,8
5015,8
5016,10
5017,10
5018,8
5019,8
5020,8
5021,10
5022,10
5023,8
5024,10
5025,8
5026,8
5027,3
5028,10
5029,10
5030,10
5031,9
5032,10
5033,8
5034,3
5035,8
5036,10
5037,10
5038,10
5039,10
5040,10
5041,5
5042,2
5043,10
5044,2
5045,8
5046,10
5047,7
5048,10
5049,3
5050,8
5051,10
5052,10
5053,3
5054,8
5055,3
5056,5
5057,10
5058,10
5059,3
5060,3
5061,10
5062,8
5063,8
5064,10
5065,10
5066,10
5067,8
5068,10
5069,8
5070,10
5071,7
5072,5
5073,8
5074,8
5075,8
5076,10
5077,10
5078,8
5079,10
5080,8
5081,10
5082,3
5083,8
5084,3
5085,8
5086,10
5087,10
5088,10
5089,2
5090,8
5091,10
5092,8
5093,8
5094,5
5095,8
5096,8
5097,8
5098,2
5099,8
5100,10
5101,10
5102,8
5103,8
5104,8
5105,8
5106,8
5107,10
5108,10
5109,3
5110,8
5111,8
5112,8
5113,8
5114,8
5115,8
5116,10
5117,10
5118,2
5119,10
5120,8
5121,8
5122,8
5123,8
5124,5
5125,10
5126,8
5127,3
5128,8
5129,10
5130,8
5131,8
5132,10
5133,8
5134,10
5135,9
5136,10
5137,8
5138,10
5139,8
5140,8
5141,10
5142,8
5143,8
5144,3
5145,10
5146,8
5147,10
5148,3
5149,8
5150,8
5151,10
5152,10
5153,8
5154,8
5155,10
5156,10
5157,10
5158,8
5159,3
5160,10
5161,3
5162,10
5163,10
5164,8
5165,8
5166,10
5167,8
5168,8
5169,10
5170,8
5171,10
5172,7
5173,3
5174,7
5175,8
5176,2
5177,7
5178,10
5179,8
5180,3
5181,8
5182,10
5183,8
5184,10
5185,8
5186,8
5187,8
5188,10
5189,10
5190,7
5191,3
5192,8
5193,8
5194,8
5195,7
5196,8
5197,8
5198,10
5199,10
5200,10
5201,8
5202,8
5203,10
5204,10
5205,8
5206,7
5207,10
5208,10
5209,8
5210,8
5211,8
5212,8
5213,8
5214,10
5215,10
5216,10
5217,3
5218,8
5219,10
5220,9
5221,10
5222,10
5223,8
5224,8
5225,10
5226,10
5227,10
5228,10
5229,8
5230,8
5231,10
5232,8
5233,8
5234,8
5235,8
5236,10
5237,7
5238,10
5239,8
5240,6
5241,8
5242,10
5243,7
5244,2
5245,8
5246,10
5247,10
5248,10
5249,8
5250,10
5251,8
5252,10
5253,8
5254,8
5255,8
5256,8
5257,8
5258,5
5259,8
5260,8
5261,8
5262,3
5263,8
5264,10
5265,10
5266,8
5267,10
5268,10
5269,10
5270,8
5271,10
5272,10
5273,8
5274,8
5275,5
5276,8
5277,10
5278,8
5279,8
5280,10
5281,8
5282,8
5283,7
5284,7
5285,8
5286,10
5287,10
5288,10
5289,7
5290,8
5291,8
5292,8
5293,3
5294,10
5295,8
5296,8
5297,8
5298,8
5299,8
5300,8
5301,10
5302,8
5303,8
5304,8
5305,8
5306,7
5307,8
5308,8
5309,8
5310,8
5311,10
5312,10
5313,10
5314,10
5315,8
5316,10
5317,8
5318,10
5319,2
5320,8
5321,10
5322,8
5323,8
5324,7
5325,8
5326,3
5327,8
5328,10
5329,8
5330,10
5331,10
5332,7
5333,8
5334,8
5335,10
5336,7
5337,8
5338,10
5339,2
5340,8
5341,8
5342,10
5343,10
5344,3
5345,10
5346,10
5347,8
5348,5
5349,8
5350,8
5351,10
5352,10
5353,10
5354,8
5355,8
5356,8
5357,8
5358,8
5359,8
5360,10
5361,8
5362,7
5363,8
5364,8
5365,7
5366,10
5367,10
5368,10
5369,5
5370,10
5371,10
5372,10
5373,8
5374,8
5375,10
5376,8
5377,8
5378,8
5379,10
5380,8
5381,10
5382,8
5383,8
5384,10
5385,8
5386,8
5387,10
5388,8
5389,8
5390,7
5391,8
5392,8
5393,10
5394,8
5395,8
5396,3
5397,10
5398,8
5399,8
5400,8
5401,8
5402,8
5403,8
5404,8
5405,8
5406,10
5407,10
5408,8
5409,10
5410,8
5411,10
5412,9
5413,10
5414,8
5415,10
5416,10
5417,10
5418,10
5419,3
5420,8
5421,8
5422,8
5423,8
5424,3
5425,3
5426,8
5427,7
5428,8
5429,8
5430,10
5431,8
5432,10
5433,9
5434,10
5435,10
5436,8
5437,8
5438,8
5439,10
5440,10
5441,10
5442,8
5443,8
5444,8
5445,10
5446,10
5447,8
5448,3
5449,8
5450,10
5451,8
5452,8
5453,8
5454,10
5455,10
5456,8
5457,8
5458,8
5459,3
5460,7
5461,8
5462,8
5463,3
5464,7
5465,10
5466,8
5467,10
5468,3
5469,3
5470,10
5471,8
5472,0
5473,8
5474,8
5475,10
5476,3
5477,7
5478,8
5479,3
5480,3
5481,8
5482,7
5483,8
5484,9
5485,10
5486,8
5487,8
5488,8
5489,8
5490,8
5491,3
5492,8
5493,8
5494,8
5495,8
5496,10
5497,3
5498,8
5499,8
5500,10
5501,8
5502,10
5503,2
5504,7
5505,10
5506,8
5507,10
5508,10
5509,10
5510,8
5511,8
5512,8
5513,7
5514,8
5515,3
5516,10
5517,10
5518,8
5519,10
5520,8
5521,8
5522,8
5523,8
5524,10
5525,8
5526,10
5527,8
5528,10
5529,8
5530,7
5531,8
5532,10
5533,8
5534,10
5535,8
5536,8
5537,8
5538,9
5539,10
5540,8
5541,3
5542,8
5543,8
5544,8
5545,7
5546,10
5547,8
5548,10
5549,7
5550,8
5551,8
5552,10
5553,10
5554,3
5555,8
5556,8
5557,8
5558,10
5559,8
5560,3
5561,10
5562,10
5563,8
5564,10
5565,10
5566,8
5567,10
5568,10
5569,8
5570,8
5571,7
5572,8
5573,8
5574,10
5575,8
5576,8
5577,8
5578,2
5579,8
5580,5
5581,8
5582,8
5583,8
5584,8
5585,8
5586,1
5587,8
5588,8
5589,8
5590,8
5591,8
5592,10
5593,8
5594,10
5595,8
5596,8
5597,9
5598,0
5599,8
5600,8
5601,3
5602,10
5603,10
5604,10
5605,10
5606,10
5607,10
5608,10
5609,10
5610,8
5611,8
5612,8
5613,7
5614,8
5615,10
5616,8
5617,10
5618,8
5619,10
5620,3
5621,3
5622,8
5623,8
5624,10
5625,8
5626,10
5627,8
5628,10
5629,7
5630,10
5631,8
5632,10
5633,10
5634,8
5635,8
5636,8
5637,10
5638,8
5639,8
5640,3
5641,10
5642,8
5643,8
5644,10
5645,8
5646,7
5647,8
5648,8
5649,10
5650,8
5651,8
5652,3
5653,8
5654,10
5655,3
5656,3
5657,8
5658,8
5659,8
5660,8
5661,10
5662,10
5663,7
5664,8
5665,10
5666,2
5667,8
5668,8
5669,10
5670,10
5671,10
5672,10
5673,10
5674,8
5675,8
5676,7
5677,2
5678,10
5679,7
5680,10
5681,10
5682,8
5683,7
5684,10
5685,8
5686,8
5687,10
5688,8
5689,3
5690,10
5691,8
5692,7
5693,8
5694,8
5695,10
5696,10
5697,8
5698,10
5699,8
5700,8
5701,10
5702,8
5703,8
5704,7
5705,8
5706,10
5707,8
5708,10
5709,8
5710,8
5711,7
5712,10
5713,10
5714,8
5715,10
5716,8
5717,10
5718,10
5719,8
5720,8
5721,8
5722,8
5723,3
5724,8
5725,8
5726,10
5727,3
5728,7
5729,8
5730,7
5731,8
5732,10
5733,8
5734,6
5735,8
5736,8
5737,8
5738,8
5739,8
5740,10
5741,10
5742,8
5743,3
5744,10
5745,3
5746,3
5747,8
5748,10
5749,10
5750,8
5751,8
5752,10
5753,10
5754,8
5755,10
5756,10
5757,8
5758,7
5759,8
5760,8
5761,10
5762,8
5763,10
5764,7
5765,8
5766,8
5767,7
5768,8
5769,10
5770,10
5771,8
5772,2
5773,8
5774,10
5775,8
5776,8
5777,10
5778,7
5779,8
5780,10
5781,10
5782,8
5783,3
5784,7
5785,8
5786,10
5787,8
5788,8
5789,8
5790,7
5791,7
5792,0
5793,8
5794,10
5795,8
5796,10
5797,8
5798,8
5799,8
5800,8
5801,3
5802,8
5803,3
5804,8
5805,8
5806,10
5807,8
5808,8
5809,5
5810,8
5811,8
5812,8
5813,10
5814,8
5815,8
5816,8
5817,7
5818,8
5819,10
5820,10
5821,8
5822,8
5823,3
5824,10
5825,8
5826,10
5827,8
5828,0
5829,8
5830,10
5831,8
5832,8
5833,8
5834,8
5835,8
5836,10
5837,8
5838,8
5839,10
5840,8
5841,8
5842,8
5843,8
5844,8
5845,8
5846,8
5847,8
5848,8
5849,8
5850,3
5851,10
5852,7
5853,10
5854,8
5855,8
5856,8
5857,8
5858,8
5859,3
5860,10
5861,8
5862,10
5863,7
5864,8
5865,10
5866,3
5867,7
5868,7
5869,8
5870,10
5871,8
5872,8
5873,8
5874,3
5875,8
5876,8
5877,10
5878,8
5879,8
5880,10
5881,8
5882,10
5883,10
5884,3
5885,8
5886,2
5887,8
5888,8
5889,10
5890,8
5891,10
5892,10
5893,8
5894,3
5895,10
5896,10
5897,8
5898,8
5899,7
5900,8
5901,8
5902,8
5903,8
5904,10
5905,10
5906,10
5907,8
5908,8
5909,10
5910,3
5911,8
5912,10
5913,8
5914,7
5915,8
5916,10
5917,8
5918,8
5919,8
5920,7
5921,8
5922,10
5923,8
5924,8
5925,8
5926,8
5927,10
5928,10
5929,7
5930,10
5931,8
5932,8
5933,10
5934,7
5935,10
5936,10
5937,8
5938,9
5939,8
5940,7
5941,10
5942,10
5943,3
5944,10
5945,10
5946,8
5947,7
5948,10
5949,10
5950,3
5951,10
5952,3
5953,10
5954,7
5955,8
5956,8
5957,3
5958,8
5959,8
5960,10
5961,10
5962,8
5963,10
5964,3
5965,8
5966,10
5967,8
5968,3
5969,8
5970,8
5971,8
5972,7
5973,8
5974,7
5975,8
5976,8
5977,10
5978,10
5979,8
5980,8
5981,8
5982,8
5983,8
5984,8
5985,10
5986,8
5987,10
5988,10
5989,8
5990,10
5991,8
5992,8
5993,8
5994,3
5995,8
5996,10
5997,8
5998,2
5999,10
6000,8
6001,10
6002,8
6003,10
6004,8
6005,8
6006,10
6007,10
6008,8
6009,10
6010,10
6011,8
6012,10
6013,9
6014,8
6015,10
6016,8
6017,3
6018,8
6019,8
6020,3
6021,8
6022,10
6023,8
6024,8
6025,2
6026,8
6027,10
6028,8
6029,10
6030,8
6031,8
6032,10
6033,10
6034,8
6035,8
6036,8
6037,7
6038,8
6039,10
6040,8
6041,8
6042,10
6043,6
6044,10
6045,10
6046,10
6047,10
6048,7
6049,8
6050,3
6051,8
6052,8
6053,10
6054,7
6055,8
6056,8
6057,8
6058,2
6059,10
6060,10
6061,10
6062,8
6063,8
6064,10
6065,8
6066,7
6067,8
6068,8
6069,7
6070,10
6071,3
6072,8
6073,8
6074,8
6075,3
6076,8
6077,10
6078,10
6079,8
6080,8
6081,8
6082,7
6083,10
6084,8
6085,7
6086,8
6087,10
6088,10
6089,8
6090,8
6091,8
6092,8
6093,10
6094,7
6095,8
6096,8
6097,8
6098,8
6099,3
6100,8
6101,8
6102,8
6103,10
6104,8
6105,8
6106,8
6107,8
6108,10
6109,10
6110,8
6111,3
6112,2
6113,10
6114,8
6115,3
6116,8
6117,8
6118,8
6119,3
6120,8
6121,8
6122,10
6123,10
6124,10
6125,10
6126,10
6127,3
6128,10
6129,7
6130,10
6131,8
6132,8
6133,3
6134,3
6135,8
6136,10
6137,8
6138,10
6139,10
6140,7
6141,10
6142,8
6143,10
6144,10
6145,8
6146,3
6147,8
6148,8
6149,8
6150,2
6151,8
6152,8
6153,7
6154,10
6155,10
6156,8
6157,3
6158,8
6159,8
6160,8
6161,10
6162,7
6163,8
6164,10
6165,7
6166,10
6167,10
6168,10
6169,8
6170,10
6171,8
6172,8
6173,8
6174,10
6175,10
6176,8
6177,8
6178,8
6179,8
6180,10
6181,8
6182,7
6183,8
6184,7
6185,10
6186,10
6187,8
6188,8
6189,3
6190,8
6191,10
6192,8
6193,10
6194,8
6195,8
6196,2
6197,8
6198,8
6199,3
6200,8
6201,8
6202,8
6203,7
6204,5
6205,8
6206,8
6207,10
6208,10
6209,10
6210,8
6211,10
6212,10
6213,10
6214,10
6215,8
6216,10
6217,10
6218,2
6219,8
6220,8
6221,10
6222,8
6223,8
6224,8
6225,10
6226,8
6227,10
6228,8
6229,10
6230,10
6231,9
6232,10
6233,8
6234,8
6235,10
6236,8
6237,2
6238,8
6239,10
6240,10
6241,10
6242,10
6243,8
6244,7
6245,5
6246,8
6247,8
6248,6
6249,8
6250,8
6251,10
6252,7
6253,10
6254,8
6255,10
6256,8
6257,8
6258,8
6259,3
6260,10
6261,8
6262,2
6263,10
6264,10
6265,6
6266,8
6267,10
6268,7
6269,10
6270,10
6271,3
6272,10
6273,8
6274,8
6275,8
6276,10
6277,7
6278,10
6279,8
6280,10
6281,10
6282,10
6283,8
6284,10
6285,8
6286,10
6287,8
6288,8
6289,10
6290,10
6291,9
6292,10
6293,8
6294,8
6295,8
6296,8
6297,10
6298,10
6299,10
6300,10
6301,3
6302,10
6303,8
6304,8
6305,10
6306,8
6307,8
6308,8
6309,10
6310,10
6311,8
6312,7
6313,8
6314,8
6315,10
6316,8
6317,8
6318,8
6319,3
6320,8
6321,10
6322,10
6323,8
6324,8
6325,8
6326,8
6327,8
6328,7
6329,8
6330,8
6331,8
6332,8
6333,8
6334,8
6335,10
6336,8
6337,8
6338,10
6339,10
6340,8
6341,8
6342,8
6343,8
6344,8
6345,7
6346,10
6347,8
6348,8
6349,8
6350,8
6351,8
6352,10
6353,10
6354,8
6355,10
6356,10
6357,3
6358,10
6359,3
6360,8
6361,8
6362,10
6363,10
6364,10
6365,8
6366,3
6367,8
6368,8
6369,10
6370,10
6371,3
6372,3
6373,7
6374,8
6375,10
6376,8
6377,8
6378,10
6379,8
6380,8
6381,10
6382,8
6383,10
6384,10
6385,8
6386,10
6387,3
6388,7
6389,8
6390,3
6391,8
6392,8
6393,8
6394,10
6395,8
6396,8
6397,10
6398,10
6399,10
6400,7
6401,10
6402,8
6403,3
6404,10
6405,10
6406,8
6407,8
6408,10
6409,8
6410,7
6411,8
6412,8
6413,8
6414,10
6415,8
6416,8
6417,10
6418,3
6419,8
6420,8
6421,10
6422,5
6423,10
6424,3
6425,8
6426,3
6427,8
6428,8
6429,8
6430,10
6431,2
6432,10
6433,8
6434,8
6435,3
6436,3
6437,8
6438,8
6439,8
6440,8
6441,10
6442,8
6443,8
6444,10
6445,8
6446,7
6447,3
6448,8
6449,8
6450,10
6451,10
6452,8
6453,8
6454,7
6455,3
6456,8
6457,10
6458,8
6459,8
6460,10
6461,7
6462,3
6463,8
6464,6
6465,8
6466,10
6467,8
6468,10
6469,8
6470,8
6471,8
6472,7
6473,9
6474,7
6475,3
6476,10
6477,10
6478,10
6479,5
6480,8
6481,8
6482,10
6483,8
6484,8
6485,7
6486,10
6487,8
6488,8
6489,8
6490,7
6491,5
6492,10
6493,8
6494,8
6495,10
6496,10
6497,10
6498,8
6499,8
6500,8
6501,8
6502,8
6503,3
6504,10
6505,8
6506,8
6507,3
6508,10
6509,10
6510,8
6511,8
6512,8
6513,8
6514,3
6515,8
6516,10
6517,10
6518,10
6519,8
6520,0
6521,8
6522,2
6523,8
6524,10
6525,7
6526,6
6527,3
6528,8
6529,8
6530,3
6531,8
6532,8
6533,8
6534,8
6535,10
6536,8
6537,3
6538,7
6539,3
6540,8
6541,10
6542,8
6543,10
6544,10
6545,10
6546,8
6547,3
6548,10
6549,3
6550,10
6551,10
6552,2
6553,10
6554,8
6555,8
6556,2
6557,8
6558,8
6559,10
6560,9
6561,10
6562,10
6563,8
6564,8
6565,8
6566,8
6567,8
6568,8
6569,8
6570,10
6571,10
6572,8
6573,10
6574,8
6575,10
6576,10
6577,7
6578,8
6579,10
6580,7
6581,3
6582,3
6583,3
6584,8
6585,8
6586,8
6587,8
6588,10
6589,8
6590,8
6591,10
6592,8
6593,8
6594,10
6595,3
6596,8
6597,2
6598,3
6599,8
6600,10
6601,7
6602,10
6603,10
6604,10
6605,10
6606,8
6607,10
6608,8
6609,10
6610,10
6611,8
6612,10
6613,7
6614,8
6615,10
6616,8
6617,8
6618,0
6619,8
6620,8
6621,8
6622,7
6623,10
6624,3
6625,10
6626,2
6627,8
6628,8
6629,8
6630,8
6631,8
6632,10
6633,10
6634,10
6635,3
6636,8
6637,8
6638,7
6639,10
6640,10
6641,8
6642,7
6643,8
6644,8
6645,8
6646,10
6647,10
6648,8
6649,10
6650,8
6651,8
6652,8
6653,7
6654,3
6655,8
6656,8
6657,8
6658,10
6659,10
6660,10
6661,8
6662,8
6663,10
6664,8
6665,8
6666,10
6667,8
6668,10
6669,10
6670,8
6671,10
6672,10
6673,8
6674,10
6675,8
6676,8
6677,8
6678,3
6679,7
6680,5
6681,3
6682,8
6683,8
6684,10
6685,8
6686,10
6687,7
6688,3
6689,7
6690,8
6691,8
6692,10
6693,8
6694,2
6695,8
6696,10
6697,8
6698,10
6699,8
6700,8
6701,10
6702,10
6703,8
6704,10
6705,8
6706,8
6707,10
6708,8
6709,8
6710,8
6711,10
6712,8
6713,8
6714,8
6715,10
6716,8
6717,7
6718,10
6719,7
6720,3
6721,8
6722,10
6723,10
6724,8
6725,8
6726,9
6727,8
6728,10
6729,10
6730,8
6731,8
6732,10
6733,10
6734,8
6735,3
6736,10
6737,10
6738,10
6739,8
6740,8
6741,10
6742,8
6743,10
6744,8
6745,10
6746,10
6747,8
6748,0
6749,10
6750,8
6751,10
6752,9
6753,3
6754,3
6755,3
6756,9
6757,8
6758,10
6759,8
6760,8
6761,10
6762,10
6763,3
6764,8
6765,10
6766,10
6767,8
6768,8
6769,8
6770,10
6771,8
6772,10
6773,8
6774,8
6775,3
6776,10
6777,10
6778,8
6779,8
6780,3
6781,8
6782,10
6783,8
6784,8
6785,10
6786,10
6787,8
6788,8
6789,8
6790,8
6791,10
6792,10
6793,10
6794,8
6795,10
6796,8
6797,8
6798,6
6799,8
6800,7
6801,8
6802,5
6803,5
6804,10
6805,2
6806,10
6807,10
6808,5
6809,8
6810,9
6811,10
6812,10
6813,10
6814,7
6815,10
6816,8
6817,8
6818,7
6819,8
6820,8
6821,6
6822,7
6823,8
6824,8
6825,10
6826,8
6827,8
6828,8
6829,8
6830,8
6831,10
6832,3
6833,10
6834,10
6835,8
6836,8
6837,8
6838,10
6839,8
6840,10
6841,8
6842,10
6843,0
6844,3
6845,10
